@relation 351565053244395_set0_1_highlevelenv10m-weka.filters.unsupervised.attribute.Remove-R1-6

@attribute nmean numeric
@attribute nmode numeric
@attribute nmedian numeric
@attribute nstddev numeric
@attribute nmin numeric
@attribute nmax numeric
@attribute nrange numeric
@attribute lmean numeric
@attribute lmode numeric
@attribute lmedian numeric
@attribute lstddev numeric
@attribute lmin numeric
@attribute lmax numeric
@attribute lrange numeric
@attribute mf1mean numeric
@attribute mf1mode numeric
@attribute mf1median numeric
@attribute mf1stddev numeric
@attribute mf1min numeric
@attribute mf1max numeric
@attribute mf1range numeric
@attribute mf2mean numeric
@attribute mf2mode numeric
@attribute mf2median numeric
@attribute mf2stddev numeric
@attribute mf2min numeric
@attribute mf2max numeric
@attribute mf2range numeric
@attribute mf3mean numeric
@attribute mf3mode numeric
@attribute mf3median numeric
@attribute mf3stddev numeric
@attribute mf3min numeric
@attribute mf3max numeric
@attribute mf3range numeric
@attribute location{Location1,Location2,UnclassifiedLocations,UncommonLocation10,UncommonLocation11,UncommonLocation3,UncommonLocation5,UncommonLocation6,UncommonLocation7,UncommonLocation8,UncommonLocation9}

@data
54.220883,55.26856,55.26856,4.026696,42.076074,56.110017,14.033943,4.009434,4,4,0.018867,4,4.047168,0.047168,42.219993,42.09999,42.199997,0.222711,41.799988,42.699997,0.900009,66.525189,66.5847,66.5847,0.193053,65.95456,66.794754,0.840194,8.89575,8.738129,8.840912,0.297633,8.326904,9.560532,1.233628,Location1
56.587298,58.948674,55.460896,2.723585,42.076074,58.948674,16.8726,4.004717,4,4,0.01415,4,4.047168,0.047168,42.343326,42.399994,42.399994,0.204423,41.799988,42.699997,0.900009,66.49718,66.37465,66.479675,0.130286,66.26964,66.794754,0.525114,8.906031,8.738129,8.892319,0.327765,8.429718,9.66333,1.233612,Location1
53.107624,55.461094,55.461094,4.945208,42.076074,58.454509,16.378435,4.009434,4,4,0.018867,4,4.047168,0.047168,42.363326,42.59999,42.399994,0.224325,41.899994,42.699997,0.800003,66.542693,66.68973,66.5847,0.128914,66.26964,66.68973,0.42009,8.991697,8.943726,8.943726,0.373245,8.121307,9.868927,1.74762,Location1
56.577316,59.02675,57.96353,4.572802,42.076074,59.02675,16.950676,4.004717,4,4,0.01415,4,4.047168,0.047168,42.203326,42.399994,42.199997,0.234497,41.799988,42.59999,0.800002,66.535691,66.68973,66.532187,0.195041,66.16461,66.899765,0.735155,8.85463,9.046524,8.943726,0.388957,8.224121,9.560532,1.336411,Location1
63.11723,61.221506,61.221506,5.871,42.007411,68.543228,26.535817,4.014206,4,4,0.03035,4,4.094892,0.094892,42.57666,42.59999,42.59999,0.190934,42.09999,42.899994,0.800004,66.395659,66.479675,66.37465,0.113111,66.16461,66.5847,0.42009,9.091068,9.354919,9.149323,0.28672,8.429718,9.560532,1.130814,Location1
52.873696,59.036461,55.59193,6.381095,42.007411,59.036461,17.02905,4,4,4,0,4,4,0,42.466661,42.399994,42.399994,0.261194,42.09999,42.899994,0.800004,66.332645,66.479675,66.37465,0.152432,66.059586,66.5847,0.525114,9.077365,9.046524,9.046524,0.364089,8.429718,9.971741,1.542023,Location1
56.747468,58.830229,56.041785,2.53321,49.18785,58.830229,9.642379,4.012864,4,4,0.021007,4,4.047168,0.047168,42.526662,42.199997,42.59999,0.280396,42.09999,42.899994,0.800004,66.399159,66.479675,66.37465,0.145228,66.059586,66.68973,0.630144,8.871762,9.252136,8.840912,0.399167,8.121307,9.868927,1.74762,Location1
55.51921,56.014342,56.014342,1.140371,51.663975,58.371091,6.707115,4.009434,4,4,0.018867,4,4.047168,0.047168,42.456659,42.59999,42.399994,0.183816,42.09999,42.899994,0.800004,66.437667,66.479675,66.479675,0.110483,66.16461,66.68973,0.52512,8.847774,8.840912,8.840912,0.333571,8.121307,9.457733,1.336426,Location1
66.080348,42.076074,57.786649,24.029414,42.076074,90.274737,48.198662,4.014206,4,4,0.03035,4,4.094892,0.094892,10.753329,42.399994,16.049996,32.708536,-38.5,42.699997,81.199997,17.825947,66.26964,23.315154,48.549807,-34.867676,66.5847,101.452376,15.594979,8.943726,10.331543,9.260935,8.429718,51.092346,42.662628,Location1
63.175578,61.160925,64.114911,6.324528,42.076074,69.01114,26.935066,4.02364,4,4,0.031766,4,4.094892,0.094892,-4.329993,-4.599991,-4.299996,0.324706,-4.899994,-3.799988,1.100006,18.134003,18.274033,18.169006,0.225792,17.748917,18.589096,0.840179,-39.163935,-39.372955,-39.16736,0.382335,-39.886963,-38.03656,1.850403,Location1
64.112199,63.823429,63.823429,3.637569,42.076074,66.571669,24.495595,4.005241,4,4,0.014823,4,4.047168,0.047168,-4.09666,-4.199997,-4.099991,0.187053,-4.399994,-3.5,0.899994,17.384839,17.328827,17.328827,0.218174,16.908737,18.169006,1.260269,-40.075449,-40.09259,-40.09259,0.544026,-40.914978,-38.550568,2.36441,Location1
70.795967,70.746305,70.746305,1.745385,64.227751,73.320995,9.093244,4.004288,4,4,0.01356,4,4.047168,0.047168,-4.026659,-4.099991,-4.099991,0.184271,-4.599991,-3.799988,0.800003,17.776923,17.748917,17.748917,0.171361,17.433853,18.169006,0.735153,-39.163934,-39.16736,-39.16736,0.442156,-41.120605,-38.65335,2.467255,Location1
68.659414,67.524237,67.524237,3.54315,51.387478,72.829482,21.442004,4.02364,4,4,0.031766,4,4.094892,0.094892,-4.219994,-4.199997,-4.199997,0.205589,-4.599991,-3.799988,0.800003,17.878447,17.95897,17.853943,0.126271,17.64389,18.169006,0.525116,-39.136529,-39.064575,-39.115968,0.296942,-39.78418,-38.34494,1.43924,Location1
64.809382,67.535188,65.277454,3.172859,51.641267,67.654745,16.013478,4.01415,4,4,0.021615,4,4.047168,0.047168,-9.966659,-10.099991,-10.099991,0.269981,-10.399994,-9.299988,1.100006,10.666852,10.712357,10.712357,0.24206,9.872177,11.027435,1.155258,-42.55296,-42.97101,-42.559814,0.53082,-44.20465,-41.634613,2.570037,Location1
67.101493,66.460915,66.460915,3.862407,50.237667,71.918738,21.681071,4.014318,4,4,0.042954,4,4.143179,0.143179,-9.336659,-9.299988,-9.299988,0.162243,-9.599991,-9,0.599991,10.043717,10.08223,10.08223,0.136888,9.767151,10.292267,0.525116,-41.274791,-41.428986,-41.326202,0.536638,-42.457,-40.298187,2.158813,Location1
69.954516,69.938593,69.938593,12.828849,42.076074,85.5769,43.500826,4.014206,4,4,0.03035,4,4.094892,0.094892,-8.949994,-9,-9,0.204534,-9.5,-8.299988,1.200012,10.054219,10.08223,10.08223,0.138091,9.767151,10.397293,0.630142,-40.613442,-40.606598,-40.606598,0.355059,-41.326202,-39.886963,1.439239,Location1
64.865423,66.677003,66.677003,5.399199,42.076074,71.832421,29.756346,4.009434,4,4,0.018867,4,4.047168,0.047168,-16.986668,-23.90001,-18.699997,7.12492,-24.5,-6,18.5,-29.998113,-29.93161,-29.93161,2.206235,-33.92247,-24.785461,9.137009,-15.32085,-13.364197,-14.289413,2.118221,-19.01828,-12.336182,6.682098,Location1
48.506422,42.076074,42.076074,8.023005,42.076074,58.516551,16.440477,4.026266,4,4,0.032437,4,4.094892,0.094892,-18.079991,-12.799988,-18.049988,5.382219,-23.799988,-12.299988,11.5,0.794672,9.977203,0.945206,9.141909,-8.506882,10.082214,18.589096,-33.444751,-38.550568,-33.51329,5.206764,-39.372955,-27.345184,12.027771,Location1
54.237439,42.076074,42.076074,16.755187,42.076074,90.245414,48.16934,4,4,4,0,4,4,0,-17.233327,-20.699997,-17.149994,3.38303,-20.899994,-13.399994,7.5,2.912634,0.420074,2.783111,2.588766,0,5.776276,5.776276,-38.293553,-33.9245,-38.396347,4.476118,-43.382233,-33.204865,10.177368,Location1
46.324962,42.076074,42.076074,4.267534,42.076074,50.629578,8.553504,4.009434,4,4,0.018867,4,4.047168,0.047168,-13.246661,-13.199997,-13.199997,0.277769,-13.899994,-12.5,1.399994,4.277934,3.780823,4.253426,0.507985,3.675812,5.146118,1.470306,-40.849885,-40.812195,-40.812195,0.34042,-41.5318,-39.989777,1.542023,Location1
42.076074,42.076074,42.076074,0,42.076074,42.076074,0,4.009434,4,4,0.018867,4,4.047168,0.047168,-12.439995,-12.399994,-12.399994,0.22151,-12.899994,-11.899994,1,3.840341,4.200928,3.675812,0.398244,2.940643,4.410965,1.470322,-39.071413,-38.858948,-38.96176,0.618483,-41.428986,-38.139343,3.289643,Location1
42.485003,42.076074,42.076074,1.91123,41.9382,51.526827,9.588627,4.009434,4,4,0.018867,4,4.047168,0.047168,-12.126661,-12.199997,-12.149994,0.196526,-12.5,-11.699997,0.800003,3.850841,3.885849,3.885849,0.170065,3.360733,4.095886,0.735153,-37.824093,-37.41974,-37.779542,0.705239,-39.47577,-36.494537,2.981233,Location1
42.0725,42.076074,42.076074,0.017579,41.9382,42.076074,0.137874,4.009434,4,4,0.018867,4,4.047168,0.047168,-11.706659,-11.899994,-11.749993,0.298813,-12.099991,-10.899994,1.199997,4.109899,3.150696,4.095894,0.81248,3.045654,5.146118,2.100464,-38.057109,-37.522552,-37.830933,0.682116,-39.47577,-37.008545,2.467225,Location1
45.404858,48.818182,42.076074,3.37246,42.007411,48.818182,6.810771,4.004717,4,4,0.01415,4,4.047168,0.047168,-11.246657,-11.299988,-11.299988,0.201218,-11.699997,-10.899994,0.800003,4.740035,4.621002,4.726044,0.219853,4.095886,5.146118,1.050232,-37.611632,-37.41974,-37.41974,0.559762,-39.372955,-36.802917,2.570038,Location1
47.742501,42.076074,42.076074,6.88797,41.583625,56.110017,14.526392,4,4,4,0,4,4,0,-11.319992,-11.399994,-11.399994,0.207204,-11.699997,-10.899994,0.800003,3.794827,4.095886,3.938362,0.360494,3.150696,4.305939,1.155243,-39.232468,-38.139343,-39.06456,0.937125,-40.914978,-37.830933,3.084045,Location1
54.669748,42.076074,42.076074,15.156808,42.076074,73.304113,31.228038,4.004717,4,4,0.01415,4,4.047168,0.047168,-11.299992,-11.099991,-11.299988,0.293258,-11.699997,-10.899994,0.800003,4.148406,4.305939,4.148407,0.189333,3.780823,4.410965,0.630142,-38.365512,-38.96176,-38.447754,0.551306,-39.16736,-36.494537,2.672823,Location1
52.947699,51.004567,51.004567,7.860322,42.007411,62.689917,20.682506,4.014206,4,4,0.03035,4,4.094892,0.094892,-11.433325,-11.399994,-11.399994,0.235704,-11.899994,-11.099991,0.800003,3.854343,3.465759,3.990875,0.380747,3.150696,4.410965,1.260269,-38.975466,-38.242157,-38.910354,0.787726,-40.40097,-37.830933,2.570037,Location1
42.062767,42.076074,42.076074,0.05408,41.727197,42.076074,0.348878,4.009434,4,4,0.018867,4,4.047168,0.047168,-11.156659,-11.099991,-11.099991,0.217076,-11.599991,-10.899994,0.699997,3.626792,3.780823,3.675812,0.219854,3.255707,3.990875,0.735168,-39.136521,-39.886963,-39.06456,0.727956,-40.40097,-37.830933,2.570037,Location1
42.061413,42.076074,42.076074,0.040085,41.727197,42.076074,0.348878,4.009434,4,4,0.018867,4,4.047168,0.047168,-11.176657,-11.299988,-11.299988,0.196101,-11.399994,-10.799988,0.600006,3.808832,3.885849,3.885849,0.145863,3.465759,3.990875,0.525116,-38.026267,-38.139343,-38.036545,0.381293,-38.96176,-37.21414,1.74762,Location1
42.076074,42.076074,42.076074,0,42.076074,42.076074,0,4.033241,4,4,0.047859,4,4.143179,0.143179,-11.146658,-11.099991,-11.099991,0.267997,-11.699997,-10.799988,0.900009,3.948864,3.885849,3.885849,0.192893,3.57077,4.410965,0.840195,-37.707584,-38.242157,-37.72815,0.376693,-38.242157,-36.802917,1.43924,Location1
43.793986,42.076074,42.076074,2.93481,41.28916,48.691378,7.402218,4.009434,4,4,0.018867,4,4.047168,0.047168,-11.113325,-10.899994,-11.099991,0.223209,-11.399994,-10.799988,0.600006,3.847341,3.675812,3.780823,0.19267,3.57077,4.200928,0.630157,-37.947454,-37.933746,-37.933746,0.373247,-38.756165,-37.21414,1.542025,Location1
45.726082,42.076074,42.076074,6.913912,41.727197,66.382121,24.654925,4.01415,4,4,0.021615,4,4.047168,0.047168,-11.193325,-11.099991,-11.099991,0.260683,-11.699997,-10.599991,1.100006,3.980371,3.885849,3.885849,0.307212,3.465759,4.831055,1.365295,-37.36834,-37.72815,-37.573944,0.679191,-38.447754,-35.569305,2.878449,Location1
42.06615,42.076074,42.076074,0.035098,41.9382,42.076074,0.137874,4.009434,4,4,0.018867,4,4.047168,0.047168,-10.939991,-10.799988,-10.799988,0.305068,-11.599991,-10.5,1.099991,3.640793,3.57077,3.57077,0.225793,2.835617,4.095886,1.260269,-38.050255,-37.625336,-38.087952,0.58198,-39.78418,-36.59732,3.18686,Location1
42.049105,42.076074,42.076074,0.082875,41.727197,42.076074,0.348878,4.01415,4,4,0.021615,4,4.047168,0.047168,-11.099991,-10.599991,-11.099991,0.349286,-11.699997,-10.599991,1.100006,3.700307,3.885849,3.780823,0.248062,3.360733,4.200928,0.840195,-37.693876,-37.41974,-37.573944,0.684144,-39.064575,-36.391724,2.672851,Location1
42.015676,42.076074,42.076074,0.069665,41.868434,42.076074,0.207641,4.009434,4,4,0.018867,4,4.047168,0.047168,-11.089991,-11.099991,-11.099991,0.21962,-11.399994,-10.5,0.899994,3.770325,3.885849,3.780823,0.194317,3.465759,4.515991,1.050232,-37.244981,-37.21414,-37.21414,0.530962,-38.34494,-35.67212,2.67282,Location1
50.203003,50.603994,50.603994,5.149963,42.007411,55.903692,13.896281,4.009434,4,4,0.018867,4,4.047168,0.047168,-11.016658,-11.299988,-11.099991,0.306683,-11.699997,-10.5,1.199997,3.556777,3.465759,3.57077,0.193147,3.255707,3.885849,0.630142,-37.642475,-37.72815,-37.676743,0.443422,-38.34494,-36.494537,1.850403,Location1
52.083133,51.12605,51.12605,4.220617,41.868434,58.899518,17.031084,4.02364,4,4,0.031766,4,4.094892,0.094892,-11.033325,-11.099991,-11.099991,0.203851,-11.599991,-10.599991,1,3.577782,3.465759,3.57077,0.171359,3.255707,4.095886,0.840179,-37.645906,-37.72815,-37.72815,0.359462,-38.242157,-36.802917,1.43924,Location1
52.0577,54.807254,54.807254,3.150332,42.076074,54.807254,12.731179,4.004717,4,4,0.01415,4,4.047168,0.047168,-11.196659,-11.099991,-11.099991,0.258822,-11.699997,-10.799988,0.900009,3.766824,3.675812,3.675812,0.255434,3.465759,4.621002,1.155243,-36.926293,-37.008545,-37.008545,0.478811,-37.522552,-35.466522,2.05603,Location1
54.866303,62.93496,51.457432,7.471318,42.007411,62.93496,20.927549,4.009434,4,4,0.018867,4,4.047168,0.047168,-10.989992,-10.799988,-10.899994,0.211897,-11.599991,-10.799988,0.800003,3.602285,3.465759,3.57077,0.192032,3.360733,4.095886,0.735153,-37.015385,-37.008545,-37.008545,0.370592,-37.830933,-36.28891,1.542023,Location1
54.732829,42.076074,42.076074,12.754835,42.007411,68.322821,26.31541,4.009434,4,4,0.018867,4,4.047168,0.047168,-10.969991,-10.899994,-10.899994,0.25186,-11.399994,-10.599991,0.800003,3.598784,3.57077,3.57077,0.202804,3.255707,4.095886,0.840179,-37.351202,-37.830933,-37.41974,0.416594,-37.830933,-36.186127,1.644806,Location1
45.376067,42.076074,42.076074,3.603737,42.076074,50.603994,8.52792,4.01415,4,4,0.021615,4,4.047168,0.047168,-10.959991,-10.799988,-10.899994,0.281188,-11.399994,-10.5,0.899994,3.511267,3.780823,3.518265,0.226361,3.150696,3.885849,0.735153,-37.53282,-37.830933,-37.522552,0.329766,-38.139343,-36.90573,1.233613,Location1
42.071938,42.076074,42.076074,0.016337,42.007411,42.076074,0.068664,4.014206,4,4,0.03035,4,4.094892,0.094892,-11.036657,-11.299988,-11.099991,0.343978,-11.599991,-10.5,1.099991,3.833336,3.780823,3.833336,0.369577,3.045654,4.515991,1.470337,-37.649327,-37.625336,-37.625336,0.467102,-38.65335,-36.90573,1.74762,Location1
42.069141,42.076074,42.076074,0.040079,41.583625,42.076074,0.492449,4.018923,4,4,0.031422,4,4.094892,0.094892,-11.059992,-10.799988,-10.999993,0.298441,-11.699997,-10.5,1.199997,3.640795,3.780823,3.675812,0.249024,3.150696,4.200928,1.050232,-37.364915,-37.522552,-37.368332,0.397027,-38.139343,-36.59732,1.542023,Location1
42.074698,42.076074,42.076074,0.015672,41.868434,42.076074,0.207641,4.009434,4,4,0.018867,4,4.047168,0.047168,-10.963325,-10.799988,-10.899994,0.246961,-11.599991,-10.599991,1,3.52527,3.465759,3.465759,0.175074,3.255707,3.885849,0.630142,-37.58765,-37.522552,-37.522552,0.506056,-38.756165,-36.59732,2.158845,Location1
44.468954,42.076074,42.076074,4.730124,41.655707,54.854503,13.198795,4.004717,4,4,0.01415,4,4.047168,0.047168,-10.786658,-10.599991,-10.799988,0.321178,-11.399994,-10.099991,1.300003,3.409744,3.255707,3.413246,0.181364,3.150696,3.885849,0.735153,-37.621915,-37.625336,-37.625336,0.428394,-38.447754,-36.59732,1.850434,Location1
42.064704,42.076074,42.076074,0.042163,41.798102,42.076074,0.277972,4.033241,4,4,0.047859,4,4.143179,0.143179,-10.983326,-10.899994,-10.899994,0.246418,-11.599991,-10.5,1.099991,3.493763,3.360733,3.465759,0.173492,2.940643,3.780823,0.84018,-37.340925,-37.21414,-37.316925,0.331188,-38.447754,-36.802917,1.644837,Location1
42.070856,42.076074,42.076074,0.018196,42.007411,42.076074,0.068664,4.004717,4,4,0.01415,4,4.047168,0.047168,-11.053325,-10.899994,-10.899994,0.260428,-11.699997,-10.599991,1.100006,3.514768,3.465759,3.465759,0.16435,3.360733,3.885849,0.525116,-37.186725,-37.008545,-37.265533,0.440116,-37.830933,-36.186127,1.644806,Location1
48.088831,51.269622,48.232394,3.701661,41.510939,51.293321,9.782382,4.018923,4,4,0.031422,4,4.094892,0.094892,-10.956658,-10.799988,-10.899994,0.253882,-11.599991,-10.599991,1,3.413246,3.465759,3.465759,0.196949,2.940643,3.780823,0.84018,-37.306662,-37.522552,-37.316925,0.446013,-38.34494,-36.186127,2.158813,Location1
42.043168,42.076074,42.076074,0.112828,40.98436,42.076074,1.091714,4.009434,4,4,0.018867,4,4.047168,0.047168,-10.856658,-10.799988,-10.799988,0.230483,-11.399994,-10.5,0.899994,3.39224,3.465759,3.360733,0.118665,3.150696,3.675812,0.525116,-37.323791,-37.522552,-37.419738,0.39364,-37.830933,-36.391724,1.439209,Location1
42.0758,42.076074,42.076074,0.004334,42.007411,42.076074,0.068664,4.028412,4,4,0.037929,4,4.094892,0.094892,-10.963323,-10.799988,-10.849991,0.244244,-11.299988,-10.599991,0.699997,3.465756,3.360733,3.360733,0.183917,3.255707,3.885849,0.630142,-37.17644,-37.316925,-37.316925,0.562742,-38.242157,-35.98053,2.261627,Location1
42.074426,42.076074,42.076074,0.010509,42.007411,42.076074,0.068664,4.004717,4,4,0.01415,4,4.047168,0.047168,-10.996657,-10.799988,-10.899994,0.279861,-11.599991,-10.599991,1,3.420246,3.360733,3.360733,0.172961,3.150696,3.780823,0.630127,-37.234697,-37.522552,-37.265533,0.426676,-37.830933,-36.391724,1.439209,Location1
42.38843,42.076074,42.076074,2.199727,41.727197,58.180417,16.45322,4.028524,4,4,0.048573,4,4.143179,0.143179,-10.876657,-10.799988,-10.799988,0.25779,-11.399994,-10.599991,0.800003,3.259211,3.150696,3.255707,0.152152,3.045654,3.57077,0.525116,-37.41631,-37.316925,-37.419738,0.328839,-38.03656,-36.700134,1.336426,Location1
42.076074,42.076074,42.076074,0,42.076074,42.076074,0,4.009434,4,4,0.018867,4,4.047168,0.047168,-10.879991,-10.799988,-10.799988,0.283312,-11.399994,-10.5,0.899994,3.280215,3.255707,3.255707,0.168656,2.835617,3.57077,0.735153,-37.149028,-37.11133,-37.11133,0.445327,-38.139343,-36.494537,1.644806,Location1
42.068353,42.076074,42.076074,0.021692,42.007411,42.076074,0.068664,4.004717,4,4,0.01415,4,4.047168,0.047168,-10.913324,-10.599991,-10.849991,0.275358,-11.399994,-10.599991,0.800003,2.821616,2.62558,2.835617,0.292978,2.310501,3.465759,1.155258,-38.30383,-38.858948,-38.447754,0.761284,-39.372955,-36.494537,2.878418,Location1
47.578009,42.076074,42.076074,6.555828,42.076074,56.000587,13.924513,4.018923,4,4,0.031422,4,4.094892,0.094892,-10.829993,-11.099991,-10.899994,0.306756,-11.399994,-10.299988,1.100006,3.360733,3.465759,3.465759,0.218622,2.940643,3.780823,0.84018,-37.166161,-37.316925,-37.21414,0.403184,-37.830933,-36.494537,1.336396,Location1
42.076074,42.076074,42.076074,0,42.076074,42.076074,0,4.010482,4,4,0.01961,4,4.047168,0.047168,-10.853326,-10.599991,-10.799988,0.295219,-11.299988,-10.5,0.799988,3.045663,3.045654,3.045654,0.404033,2.415527,3.780823,1.365296,-37.865211,-38.858948,-37.779542,0.868792,-39.578583,-36.083313,3.49527,Location1
45.481951,42.076074,42.076074,3.624064,41.868434,50.474929,8.606496,4.008576,4,4,0.018192,4,4.047168,0.047168,-10.946659,-11.099991,-11,0.256558,-11.399994,-10.5,0.899994,3.280215,3.360733,3.360733,0.198684,2.835617,3.675812,0.840195,-36.936571,-36.494537,-36.802917,0.366974,-37.625336,-36.494537,1.130799,Location1
50.526777,58.212488,50.157117,7.66244,42.007411,58.212488,16.205077,4.009434,4,4,0.018867,4,4.047168,0.047168,-10.873325,-10.599991,-10.799988,0.280397,-11.399994,-10.299988,1.100006,3.241706,3.045654,3.255707,0.234421,2.415527,3.57077,1.155243,-37.258682,-37.316925,-37.265533,0.485591,-39.064575,-36.494537,2.570038,Location1
54.802062,51.340527,51.340527,6.322211,42.076074,62.965882,20.889808,4.004717,4,4,0.01415,4,4.047168,0.047168,-10.909992,-10.899994,-10.899994,0.213463,-11.299988,-10.299988,1,3.367735,3.465759,3.360733,0.155619,3.045654,3.675812,0.630158,-37.382047,-37.522552,-37.41974,0.427569,-38.242157,-36.494537,1.74762,Location1
51.867849,42.076074,42.076074,10.657225,42.007411,64.09867,22.09126,4.005241,4,4,0.014823,4,4.047168,0.047168,-10.903326,-10.899994,-10.899994,0.235912,-11.299988,-10.5,0.799988,3.374736,3.465759,3.465759,0.185374,2.940643,3.675812,0.735168,-37.563663,-37.522552,-37.522552,0.348718,-38.242157,-36.90573,1.336427,Location1
46.310832,42.076074,42.076074,4.361361,42.076074,51.663975,9.587901,4.017203,4,4,0.03045,4,4.094892,0.094892,-10.999991,-11.099991,-11.099991,0.279284,-11.399994,-10.5,0.899994,3.479761,3.465759,3.465759,0.204249,3.150696,3.990875,0.840179,-37.149028,-37.008545,-37.162735,0.373952,-37.830933,-36.28891,1.542023,Location1
42.658114,42.076074,42.076074,1.79457,41.868434,48.164799,6.296366,4.01415,4,4,0.021615,4,4.047168,0.047168,-11.023325,-10.799988,-10.949997,0.243152,-11.399994,-10.599991,0.800003,3.238206,3.360733,3.255707,0.333309,2.730591,3.780823,1.050232,-38.053681,-37.316925,-37.985153,0.691186,-39.270172,-37.008545,2.261627,Location1
44.862846,42.076074,42.076074,3.41575,42.076074,49.096897,7.020823,4.009434,4,4,0.018867,4,4.047168,0.047168,-11.086658,-11.099991,-11.099991,0.283706,-11.599991,-10.599991,1,3.507766,3.675812,3.57077,0.176991,3.045654,3.885849,0.840195,-37.104483,-37.522552,-37.11133,0.339849,-37.830933,-36.494537,1.336396,Location1
42.067275,42.076074,42.076074,0.026789,41.9382,42.076074,0.137874,4.009434,4,4,0.018867,4,4.047168,0.047168,-11.019992,-10.899994,-10.899994,0.235797,-11.699997,-10.799988,0.900009,3.458756,3.465759,3.465759,0.153238,3.255707,3.885849,0.630142,-37.234699,-37.522552,-37.265533,0.350534,-38.03656,-36.28891,1.74765,Location1
43.565567,42.076074,42.076074,3.30022,42.076074,51.663975,9.587901,4.026266,4,4,0.032437,4,4.094892,0.094892,-11.043326,-10.899994,-10.949997,0.251241,-11.599991,-10.599991,1,3.451754,3.360733,3.413246,0.145356,3.150696,3.780823,0.630127,-37.217562,-37.316925,-37.316925,0.32669,-37.830933,-36.494537,1.336396,Location1
48.887112,48.974126,48.974126,0.623327,42.076074,50.048542,7.972468,4.221377,4.192035,4.192035,0.144249,4,4.497512,0.497512,-11.306659,-11.099991,-11.299988,0.361416,-11.899994,-10.5,1.399994,2.520546,3.465759,2.46804,1.009899,1.260269,3.780823,2.520554,-37.19015,-37.316925,-37.21414,0.437507,-38.03656,-35.98053,2.05603,Location1
43.940164,42.076074,42.076074,3.565396,42.076074,51.663975,9.587901,5.318505,5.685872,5.308786,0.447743,4.769013,5.958843,1.18983,-10.779998,-10.699997,-10.699997,0.276163,-11.299988,-10.5,0.799988,-0.899695,-0.945206,-0.945206,0.193052,-1.260269,-0.42009,0.840179,-37.827521,-38.242157,-37.933746,0.404717,-38.34494,-36.59732,1.74762,Location1
51.041757,51.641267,50.856509,1.229059,42.076074,51.641267,9.565193,7.792804,7.358753,7.816386,0.74211,6.858937,8.773497,1.91456,-10.749997,-10.5,-10.699997,0.294109,-11.299988,-10.399994,0.899994,-1.207764,-0.840179,-1.155258,0.358467,-1.785385,-0.630142,1.155243,-38.625944,-38.139343,-38.293549,0.777464,-39.989777,-37.008545,2.981232,Location1
42.263393,42.076074,42.076074,1.20367,41.868434,49.938593,8.070159,9.802403,9.087543,9.815331,0.598529,9.087543,10.583577,1.496034,-10.763331,-10.5,-10.699997,0.270164,-11.199997,-10.399994,0.800003,-0.913698,-0.735153,-0.945206,0.158469,-1.155258,-0.630142,0.525116,-37.851505,-37.830933,-37.830933,0.314512,-38.65335,-37.21414,1.43921,Location1
48.715421,50.130101,49.096897,2.418232,42.076074,50.130101,8.054026,8.501149,7.104451,8.412178,1.423088,6.858937,10.217833,3.358896,-20.793329,-11,-20.849998,9.903059,-31,-10.5,20.5,-3.973372,-0.840179,-3.728325,3.175116,-7.561661,-0.525116,7.036545,-30.617705,-37.933746,-30.686235,7.24937,-38.550568,-22.205109,16.345459,Location1
55.831848,48.691378,48.691378,9.269939,42.076074,69.274874,27.1988,54.563795,100.49619,52.939699,47.224418,7.188226,107.81942,100.631194,-28.776659,-33.59999,-28.949997,4.840707,-33.799988,-23.5,10.299988,-6.3469,-3.150696,-6.248879,3.228579,-9.977203,-2.940643,7.03656,-35.134117,-23.233124,-35.158097,11.55591,-47.802704,-22.924713,24.877991,Location1
46.943886,42.076074,49.096897,4.147033,42.007411,51.641267,9.633856,10.585039,10.583577,10.583577,0.176728,10.338322,10.962414,0.624092,-3.570001,-3.100006,-3.5,0.471979,-4.199997,-2.800003,1.399994,25.023525,25.52063,25.258072,0.62776,24.155334,25.940735,1.785401,-35.973668,-35.98053,-35.98053,0.477727,-36.802917,-34.438507,2.36441,Location1
55.583915,42.076074,42.076074,17.004408,42.007411,86.021903,44.014492,15.363253,12.917649,15.37248,2.327392,12.917649,17.936516,5.018867,-26.733335,-3.100006,-26.800003,23.821101,-51.100006,-2.399994,48.700012,23.994299,24.68045,23.892777,0.86805,23.000076,25.205566,2.20549,-38.553985,-43.382233,-38.447754,4.70718,-43.89624,-33.10208,10.79416,Location1
62.679776,58.444126,65.501618,4.190977,58.444126,70.667814,12.223689,17.407628,13.380034,17.46134,4.187864,12.618305,21.892183,9.273878,-22.093331,-14.199997,-18.299995,10.642741,-53.899994,-13.300003,40.599991,-1.050229,-2.835617,-2.835617,12.979884,-18.799149,40.854004,59.653153,-20.930381,-14.083801,-14.597809,25.516462,-68.46579,50.578323,119.044113,Location1
47.165351,42.076074,49.966211,5.192767,42.076074,56.110017,14.033943,54.604551,26.408812,53.732478,28.147247,25.79683,84.29099,58.49416,-13.766674,2.599991,-13.700005,16.393748,-30.40001,2.800003,33.200013,14.990311,20.689575,15.018319,5.693767,9.031998,20.794586,11.762588,-16.091863,-3.289642,-16.242638,12.656445,-29.298431,-2.775635,26.522796,Location1
